id,ville,quartier,prix,surface,chambres,salles_bain,etage,ascenseur,parking,terrasse,type,lat,lng
998,Casablanca,Ain Sebaâ,1149000,49,1,1,2,Yes,Yes,Yes,Studio,33.551446,-7.560992
999,Casablanca,Anfa,1587000,65,2,2,3,Yes,Yes,Yes,Appartement,33.599741,-7.620246
1000,Casablanca,CIL,1914000,73,2,2,3,Yes,Yes,Yes,Appartement,33.588026,-7.617175
1001,Casablanca,Sidi Maarouf,635000,83,2,2,5,Yes,Yes,Yes,Appartement,33.543603,-7.615558
1002,Marrakech,Targa,840000,39,1,1,5,Yes,Yes,No,Studio,31.630339,-7.983515
1003,Casablanca,Ain Sebaâ,912000,30,1,1,2,Yes,No,No,Studio,33.555058,-7.558162
1004,Casablanca,Sidi Maarouf,1365000,51,1,1,1,Yes,No,No,Studio,33.541475,-7.60415
1005,Marrakech,Targa,1137000,40,1,1,3,Yes,Yes,No,Studio,31.633409,-7.979086
1006,Tanger,Iberia,960000,60,2,1,5,Yes,No,No,Appartement,35.766348,-5.834205
1007,Casablanca,Hay Hassani,1392000,62,1,1,1,Yes,No,Yes,Studio,33.545992,-7.60535
1008,Casablanca,Bourgogne,1016000,102,2,1,5,Yes,No,Yes,Appartement,33.581489,-7.604861
1009,Casablanca,Maarif,2517000,163,3,2,3,Yes,Yes,Yes,Appartement,33.585719,-7.610964
1010,Casablanca,Hay Hassani,2148000,133,2,1,3,Yes,No,No,Appartement,33.551767,-7.598284
1011,Meknès,Marjane,1473000,151,3,2,2,Yes,No,No,Appartement,33.896591,-5.547379
1012,Casablanca,Palmier,3719000,314,4,3,3,Yes,Yes,Yes,Appartement,33.584063,-7.600112
1013,Casablanca,Ain Sebaâ,1685000,112,3,2,4,Yes,No,No,Appartement,33.563205,-7.555092
1014,Casablanca,Anfa,1051000,99,2,1,3,Yes,No,No,Appartement,33.599318,-7.615996
1015,Casablanca,Hay Hassani,1317000,45,1,1,4,Yes,No,Yes,Studio,33.54693,-7.601318
1016,Casablanca,Gauthier,1001000,32,1,1,3,Yes,No,No,Studio,33.573988,-7.605873
1017,Casablanca,Bourgogne,944000,29,1,1,3,Yes,No,No,Studio,33.57967,-7.603045
1018,Dar Bouazza,Val Fleuri,1836000,119,2,2,1,Yes,Yes,Yes,Appartement,33.474909,-7.760589
1019,Casablanca,CIL,1261000,53,1,1,2,Yes,Yes,Yes,Studio,33.592592,-7.614468
1020,Casablanca,Bourgogne,1626000,73,2,2,3,Yes,Yes,Yes,Appartement,33.580125,-7.608663
1021,Casablanca,Hay Hassani,1879000,70,2,2,3,Yes,Yes,Yes,Appartement,33.552761,-7.599248
1022,Casablanca,Bourgogne,667000,90,2,2,5,Yes,Yes,Yes,Appartement,33.581004,-7.601937
1023,Marrakech,Hivernage,853000,38,1,1,5,Yes,Yes,No,Studio,31.633368,-7.980163
1024,Casablanca,CIL,913000,36,1,1,2,Yes,No,No,Studio,33.593174,-7.611884
1025,Casablanca,Hay Hassani,1384000,49,1,1,1,Yes,No,No,Studio,33.547833,-7.599583
1026,Marrakech,Guéliz,1024000,47,1,1,3,Yes,Yes,No,Studio,31.627692,-7.987726
1027,Tanger,Centre-ville,897000,67,2,1,5,Yes,No,No,Appartement,35.755469,-5.833443
1028,Casablanca,CIL,1535000,60,1,1,1,Yes,No,Yes,Studio,33.590081,-7.622045
1029,Casablanca,Gauthier,957000,104,2,1,5,Yes,No,Yes,Appartement,33.580689,-7.60358
1030,Casablanca,Bourgogne,2762000,144,3,2,3,Yes,Yes,Yes,Appartement,33.576527,-7.597739
1031,Casablanca,Bourgogne,2472000,132,2,1,3,Yes,No,No,Appartement,33.581479,-7.603798
1032,Meknès,Hamria,1479000,152,3,2,2,Yes,No,No,Appartement,33.881436,-5.550021
1033,Casablanca,CIL,4051000,342,4,3,3,Yes,Yes,Yes,Appartement,33.589399,-7.611859
1034,Casablanca,Bourgogne,1494000,132,3,2,4,Yes,No,No,Appartement,33.593928,-7.597164
1035,Casablanca,Maarif,1181000,98,2,1,3,Yes,No,No,Appartement,33.582802,-7.610844
1036,Casablanca,Maarif,1244000,42,1,1,4,Yes,No,Yes,Studio,33.587305,-7.610705
1037,Casablanca,Hay Hassani,995000,36,1,1,3,Yes,No,No,Studio,33.551766,-7.605483
1038,Casablanca,Bourgogne,824000,33,1,1,3,Yes,No,No,Studio,33.58043,-7.599189
1039,Dar Bouazza,Dar Bouazza Centre,1768000,122,2,2,1,Yes,Yes,Yes,Appartement,33.467936,-7.765215
1040,Casablanca,Gauthier,1219000,52,1,1,2,Yes,Yes,Yes,Studio,33.576307,-7.607654
1041,Casablanca,Sidi Maarouf,1548000,75,2,2,3,Yes,Yes,Yes,Appartement,33.541635,-7.608589
1042,Casablanca,Sidi Maarouf,1779000,71,2,2,3,Yes,Yes,Yes,Appartement,33.541369,-7.614081
1043,Casablanca,Bourgogne,654000,78,2,2,5,Yes,Yes,Yes,Appartement,33.584325,-7.604635
1044,Marrakech,Hivernage,895000,39,1,1,5,Yes,Yes,No,Studio,31.6299,-7.980099
1045,Casablanca,Anfa,964000,32,1,1,2,Yes,No,No,Studio,33.611343,-7.617671
1046,Casablanca,Maarif,1308000,45,1,1,1,Yes,No,No,Studio,33.585387,-7.603841
1047,Marrakech,M'Hamid,1048000,44,1,1,3,Yes,Yes,No,Studio,31.631024,-7.986638
1048,Tanger,California,906000,62,2,1,5,Yes,No,No,Appartement,35.749145,-5.833979
1049,Casablanca,Maarif,1576000,59,1,1,1,Yes,No,Yes,Studio,33.589047,-7.617453
1050,Casablanca,Gauthier,947000,88,2,1,5,Yes,No,Yes,Appartement,33.581722,-7.604425
1051,Casablanca,Ain Sebaâ,2454000,138,3,2,3,Yes,Yes,Yes,Appartement,33.549753,-7.554355
1052,Casablanca,Anfa,2460000,127,2,1,3,Yes,No,No,Appartement,33.595813,-7.618257
1053,Meknès,Marjane,1380000,160,3,2,2,Yes,No,No,Appartement,33.890735,-5.551306
1054,Casablanca,Gauthier,3928000,327,4,3,3,Yes,Yes,Yes,Appartement,33.585617,-7.607771
1055,Casablanca,CIL,1522000,124,3,2,4,Yes,No,No,Appartement,33.584697,-7.616297
1056,Casablanca,Ain Sebaâ,1157000,106,2,1,3,Yes,No,No,Appartement,33.553265,-7.558262
1057,Casablanca,Sidi Maarouf,1409000,41,1,1,4,Yes,No,Yes,Studio,33.542677,-7.614415
1058,Casablanca,Ain Sebaâ,940000,36,1,1,3,Yes,No,No,Studio,33.561759,-7.558758
1059,Casablanca,Palmier,825000,32,1,1,3,Yes,No,No,Studio,33.580905,-7.599819
1060,Dar Bouazza,Bouskoura,1903000,136,2,2,1,Yes,Yes,Yes,Appartement,33.477396,-7.762247
1061,Casablanca,Palmier,1231000,52,1,1,2,Yes,Yes,Yes,Studio,33.57727,-7.60422
1062,Casablanca,Palmier,1593000,69,2,2,3,Yes,Yes,Yes,Appartement,33.583878,-7.599434
1063,Casablanca,Bourgogne,1765000,80,2,2,3,Yes,Yes,Yes,Appartement,33.575283,-7.606688
1064,Casablanca,Ain Sebaâ,728000,88,2,2,5,Yes,Yes,Yes,Appartement,33.55989,-7.556914
1065,Marrakech,M'Hamid,940000,38,1,1,5,Yes,Yes,No,Studio,31.633552,-7.977564
1066,Casablanca,Hay Hassani,937000,35,1,1,2,Yes,No,No,Studio,33.54702,-7.600759
1067,Casablanca,Bourgogne,1452000,52,1,1,1,Yes,No,No,Studio,33.582164,-7.598331
1068,Marrakech,M'Hamid,1003000,46,1,1,3,Yes,Yes,No,Studio,31.632864,-7.986716
1069,Tanger,Malabata,865000,67,2,1,5,Yes,No,No,Appartement,35.757843,-5.832828
1070,Casablanca,Hay Hassani,1510000,58,1,1,1,Yes,No,Yes,Studio,33.546078,-7.604401
1071,Casablanca,Anfa,1040000,106,2,1,5,Yes,No,Yes,Appartement,33.593602,-7.610485
1072,Casablanca,Ain Sebaâ,2697000,151,3,2,3,Yes,Yes,Yes,Appartement,33.55338,-7.558611
1073,Casablanca,Sidi Maarouf,2461000,135,2,1,3,Yes,No,No,Appartement,33.543769,-7.608518
1074,Meknès,Ville Nouvelle,1431000,160,3,2,2,Yes,No,No,Appartement,33.892493,-5.540642
1075,Casablanca,Palmier,3929000,285,4,3,3,Yes,Yes,Yes,Appartement,33.584993,-7.594454
1076,Casablanca,Gauthier,1545000,126,3,2,4,Yes,No,No,Appartement,33.579622,-7.602227
1077,Casablanca,Anfa,1128000,108,2,1,3,Yes,No,No,Appartement,33.596238,-7.620854
1078,Casablanca,CIL,1407000,48,1,1,4,Yes,No,Yes,Studio,33.592543,-7.62027
1079,Casablanca,Maarif,948000,37,1,1,3,Yes,No,No,Studio,33.583431,-7.606154
1080,Casablanca,Bourgogne,859000,30,1,1,3,Yes,No,No,Studio,33.582294,-7.602926
1081,Dar Bouazza,Val Fleuri,1768000,139,2,2,1,Yes,Yes,Yes,Appartement,33.486922,-7.761286
1082,Casablanca,Anfa,1158000,50,1,1,2,Yes,Yes,Yes,Studio,33.596659,-7.624972
1083,Casablanca,Hay Hassani,1559000,72,2,2,3,Yes,Yes,Yes,Appartement,33.546806,-7.593786
1084,Casablanca,Gauthier,1718000,82,2,2,3,Yes,Yes,Yes,Appartement,33.579293,-7.609188
1085,Casablanca,Bourgogne,691000,87,2,2,5,Yes,Yes,Yes,Appartement,33.582653,-7.60021
1086,Marrakech,Palmeraie,949000,40,1,1,5,Yes,Yes,No,Studio,31.628926,-7.976761
1087,Casablanca,CIL,964000,31,1,1,2,Yes,No,No,Studio,33.591267,-7.612328
1088,Casablanca,Gauthier,1374000,52,1,1,1,Yes,No,No,Studio,33.57617,-7.60983
1089,Marrakech,Guéliz,1066000,41,1,1,3,Yes,Yes,No,Studio,31.628374,-7.986488
1090,Tanger,Centre-ville,886000,67,2,1,5,Yes,No,No,Appartement,35.76587,-5.830067
1091,Casablanca,Hay Hassani,1412000,54,1,1,1,Yes,No,Yes,Studio,33.546782,-7.595847
1092,Casablanca,Maarif,1078000,106,2,1,5,Yes,No,Yes,Appartement,33.582659,-7.608726
1093,Casablanca,Palmier,2700000,145,3,2,3,Yes,Yes,Yes,Appartement,33.594035,-7.598723
1094,Casablanca,Gauthier,2253000,121,2,1,3,Yes,No,No,Appartement,33.572252,-7.610217
1095,Meknès,Al Qods,1465000,164,3,2,2,Yes,No,No,Appartement,33.898245,-5.547695
1096,Casablanca,Sidi Maarouf,4020000,288,4,3,3,Yes,Yes,Yes,Appartement,33.537628,-7.608548
1097,Casablanca,Anfa,1589000,118,3,2,4,Yes,No,No,Appartement,33.598444,-7.618525
1098,Casablanca,Hay Hassani,1229000,116,2,1,3,Yes,No,No,Appartement,33.549828,-7.598321
1099,Casablanca,Bourgogne,1297000,42,1,1,4,Yes,No,Yes,Studio,33.585995,-7.609123
1100,Casablanca,CIL,961000,37,1,1,3,Yes,No,No,Studio,33.58874,-7.614763
1101,Casablanca,Anfa,868000,31,1,1,3,Yes,No,No,Studio,33.599279,-7.620423
1102,Dar Bouazza,Dar Bouazza Centre,1919000,135,2,2,1,Yes,Yes,Yes,Appartement,33.475996,-7.759633
1103,Casablanca,Maarif,1098000,54,1,1,2,Yes,Yes,Yes,Studio,33.585052,-7.60226
1104,Casablanca,Maarif,1600000,68,2,2,3,Yes,Yes,Yes,Appartement,33.588488,-7.6106
1105,Casablanca,Bourgogne,1734000,84,2,2,3,Yes,Yes,Yes,Appartement,33.58214,-7.600999
1106,Casablanca,Hay Hassani,713000,80,2,2,5,Yes,Yes,Yes,Appartement,33.545818,-7.600346
1107,Marrakech,Guéliz,945000,39,1,1,5,Yes,Yes,No,Studio,31.634231,-7.980226
1108,Casablanca,Anfa,960000,32,1,1,2,Yes,No,No,Studio,33.600744,-7.618538
1109,Casablanca,Sidi Maarouf,1359000,47,1,1,1,Yes,No,No,Studio,33.538146,-7.60801
1110,Marrakech,Palmeraie,1000000,43,1,1,3,Yes,Yes,No,Studio,31.623707,-7.977871
1111,Tanger,Centre-ville,949000,60,2,1,5,Yes,No,No,Appartement,35.761823,-5.835724
1112,Casablanca,CIL,1415000,54,1,1,1,Yes,No,Yes,Studio,33.593314,-7.612965
1113,Casablanca,Hay Hassani,1060000,98,2,1,5,Yes,No,Yes,Appartement,33.548434,-7.595687
1114,Casablanca,Gauthier,2702000,142,3,2,3,Yes,Yes,Yes,Appartement,33.580707,-7.596785
1115,Casablanca,Palmier,2191000,122,2,1,3,Yes,No,No,Appartement,33.587849,-7.595435
1116,Meknès,Ville Nouvelle,1457000,150,3,2,2,Yes,No,No,Appartement,33.897533,-5.545867
1117,Casablanca,Ain Sebaâ,4068000,298,4,3,3,Yes,Yes,Yes,Appartement,33.554257,-7.554438
1118,Casablanca,CIL,1525000,125,3,2,4,Yes,No,No,Appartement,33.59279,-7.61132
1119,Casablanca,Anfa,1150000,103,2,1,3,Yes,No,No,Appartement,33.595564,-7.61911
1120,Casablanca,Hay Hassani,1300000,44,1,1,4,Yes,No,Yes,Studio,33.5461,-7.597339
1121,Casablanca,CIL,1011000,32,1,1,3,Yes,No,No,Studio,33.590575,-7.613924
1122,Casablanca,Bourgogne,873000,30,1,1,3,Yes,No,No,Studio,33.578151,-7.603158
1123,Dar Bouazza,Dar Bouazza Centre,1717000,123,2,2,1,Yes,Yes,Yes,Appartement,33.48123,-7.758822
1124,Casablanca,Gauthier,1075000,54,1,1,2,Yes,Yes,Yes,Studio,33.572212,-7.601477
1125,Casablanca,Sidi Maarouf,1572000,75,2,2,3,Yes,Yes,Yes,Appartement,33.54373,-7.606514
1126,Casablanca,Hay Hassani,1872000,77,2,2,3,Yes,Yes,Yes,Appartement,33.552034,-7.59387
1127,Casablanca,Hay Hassani,641000,80,2,2,5,Yes,Yes,Yes,Appartement,33.55641,-7.602342
1128,Marrakech,Hivernage,873000,39,1,1,5,Yes,Yes,No,Studio,31.625025,-7.983492
1129,Casablanca,Gauthier,1022000,33,1,1,2,Yes,No,No,Studio,33.578624,-7.600713
1130,Casablanca,Anfa,1367000,53,1,1,1,Yes,No,No,Studio,33.590211,-7.620886
1131,Marrakech,M'Hamid,1059000,39,1,1,3,Yes,Yes,No,Studio,31.630448,-7.97667
1132,Tanger,Iberia,882000,67,2,1,5,Yes,No,No,Appartement,35.758835,-5.833841
1133,Casablanca,Maarif,1534000,52,1,1,1,Yes,No,Yes,Studio,33.577794,-7.604256
1134,Casablanca,CIL,1068000,98,2,1,5,Yes,No,Yes,Appartement,33.591158,-7.610531
1135,Casablanca,Bourgogne,2623000,156,3,2,3,Yes,Yes,Yes,Appartement,33.582681,-7.592774
1136,Casablanca,Sidi Maarouf,2251000,121,2,1,3,Yes,No,No,Appartement,33.551455,-7.612734
1137,Meknès,Hamria,1523000,171,3,2,2,Yes,No,No,Appartement,33.896839,-5.549782
1138,Casablanca,Hay Hassani,4179000,342,4,3,3,Yes,Yes,Yes,Appartement,33.559945,-7.596421
1139,Casablanca,Anfa,1491000,112,3,2,4,Yes,No,No,Appartement,33.597609,-7.624513
1140,Casablanca,Sidi Maarouf,1062000,110,2,1,3,Yes,No,No,Appartement,33.539523,-7.607997
1141,Casablanca,Maarif,1311000,42,1,1,4,Yes,No,Yes,Studio,33.587364,-7.613549
1142,Casablanca,Maarif,937000,33,1,1,3,Yes,No,No,Studio,33.588919,-7.605098
1143,Casablanca,Gauthier,927000,31,1,1,3,Yes,No,No,Studio,33.583899,-7.601464
1144,Dar Bouazza,Dar Bouazza Centre,1701000,140,2,2,1,Yes,Yes,Yes,Appartement,33.476371,-7.765529
1145,Casablanca,Ain Sebaâ,1145000,56,1,1,2,Yes,Yes,Yes,Studio,33.553852,-7.556107
1146,Casablanca,Sidi Maarouf,1685000,77,2,2,3,Yes,Yes,Yes,Appartement,33.544117,-7.595018
1147,Casablanca,Anfa,1790000,74,2,2,3,Yes,Yes,Yes,Appartement,33.604019,-7.619206
1148,Casablanca,Palmier,664000,90,2,2,5,Yes,Yes,Yes,Appartement,33.585434,-7.594028
1149,Marrakech,Hivernage,910000,38,1,1,5,Yes,Yes,No,Studio,31.624714,-7.983366
1150,Casablanca,Sidi Maarouf,952000,35,1,1,2,Yes,No,No,Studio,33.547517,-7.610459
1151,Casablanca,Sidi Maarouf,1296000,49,1,1,1,Yes,No,No,Studio,33.547115,-7.605031
1152,Marrakech,M'Hamid,1133000,44,1,1,3,Yes,Yes,No,Studio,31.632721,-7.973664
1153,Tanger,Centre-ville,962000,59,2,1,5,Yes,No,No,Appartement,35.755138,-5.838463
1154,Casablanca,Maarif,1411000,62,1,1,1,Yes,No,Yes,Studio,33.59072,-7.607752
1155,Casablanca,Bourgogne,927000,94,2,1,5,Yes,No,Yes,Appartement,33.576506,-7.597744
1156,Casablanca,Ain Sebaâ,2695000,138,3,2,3,Yes,Yes,Yes,Appartement,33.549808,-7.560448
1157,Casablanca,Ain Sebaâ,2377000,142,2,1,3,Yes,No,No,Appartement,33.553212,-7.565989
1158,Meknès,Al Qods,1560000,171,3,2,2,Yes,No,No,Appartement,33.88952,-5.550699
1159,Casablanca,Bourgogne,3700000,335,4,3,3,Yes,Yes,Yes,Appartement,33.582717,-7.595942
1160,Casablanca,Ain Sebaâ,1630000,117,3,2,4,Yes,No,No,Appartement,33.55047,-7.562284
1161,Casablanca,Anfa,1091000,103,2,1,3,Yes,No,No,Appartement,33.602481,-7.621787
1162,Casablanca,Maarif,1408000,44,1,1,4,Yes,No,Yes,Studio,33.588313,-7.609839
1163,Casablanca,Ain Sebaâ,1025000,35,1,1,3,Yes,No,No,Studio,33.556826,-7.558549
1164,Casablanca,Maarif,909000,33,1,1,3,Yes,No,No,Studio,33.583972,-7.60755
1165,Dar Bouazza,Bouskoura,1657000,125,2,2,1,Yes,Yes,Yes,Appartement,33.473938,-7.757398
1166,Casablanca,Sidi Maarouf,1247000,53,1,1,2,Yes,Yes,Yes,Studio,33.541665,-7.614726
1167,Casablanca,Gauthier,1531000,74,2,2,3,Yes,Yes,Yes,Appartement,33.578422,-7.606959
1168,Casablanca,Maarif,1740000,73,2,2,3,Yes,Yes,Yes,Appartement,33.582566,-7.60351
1169,Casablanca,Ain Sebaâ,668000,89,2,2,5,Yes,Yes,Yes,Appartement,33.549223,-7.565069
1170,Marrakech,M'Hamid,836000,34,1,1,5,Yes,Yes,No,Studio,31.629616,-7.989197
1171,Casablanca,Maarif,962000,35,1,1,2,Yes,No,No,Studio,33.583146,-7.614199
1172,Casablanca,Ain Sebaâ,1338000,52,1,1,1,Yes,No,No,Studio,33.55334,-7.563308
1173,Marrakech,Targa,1046000,48,1,1,3,Yes,Yes,No,Studio,31.633293,-7.983932
1174,Tanger,Malabata,976000,69,2,1,5,Yes,No,No,Appartement,35.758315,-5.833377
1175,Casablanca,Anfa,1478000,55,1,1,1,Yes,No,Yes,Studio,33.595039,-7.616654
1176,Casablanca,Hay Hassani,1047000,90,2,1,5,Yes,No,Yes,Appartement,33.540576,-7.599869
1177,Casablanca,Hay Hassani,2681000,136,3,2,3,Yes,Yes,Yes,Appartement,33.543258,-7.598881
1178,Casablanca,Gauthier,2125000,128,2,1,3,Yes,No,No,Appartement,33.582011,-7.61243
1179,Meknès,Al Qods,1447000,150,3,2,2,Yes,No,No,Appartement,33.88984,-5.546161
1180,Casablanca,Anfa,3849000,293,4,3,3,Yes,Yes,Yes,Appartement,33.59525,-7.625249
1181,Casablanca,Hay Hassani,1580000,131,3,2,4,Yes,No,No,Appartement,33.55631,-7.600938
1182,Casablanca,Palmier,1206000,109,2,1,3,Yes,No,No,Appartement,33.586236,-7.590113
1183,Casablanca,Sidi Maarouf,1315000,44,1,1,4,Yes,No,Yes,Studio,33.546497,-7.607724
1184,Casablanca,Maarif,909000,37,1,1,3,Yes,No,No,Studio,33.589461,-7.59871
1185,Casablanca,Palmier,880000,29,1,1,3,Yes,No,No,Studio,33.585225,-7.596684
1186,Dar Bouazza,Bouskoura,1688000,117,2,2,1,Yes,Yes,Yes,Appartement,33.479526,-7.760235
1187,Casablanca,Hay Hassani,1251000,52,1,1,2,Yes,Yes,Yes,Studio,33.549682,-7.597608
1188,Casablanca,Maarif,1691000,65,2,2,3,Yes,Yes,Yes,Appartement,33.585918,-7.608054
1189,Casablanca,Maarif,1925000,76,2,2,3,Yes,Yes,Yes,Appartement,33.579856,-7.604767
1190,Casablanca,Hay Hassani,645000,83,2,2,5,Yes,Yes,Yes,Appartement,33.552223,-7.601686
1191,Marrakech,Targa,939000,34,1,1,5,Yes,Yes,No,Studio,31.623763,-7.977952
1192,Casablanca,CIL,938000,31,1,1,2,Yes,No,No,Studio,33.593666,-7.614452
1193,Casablanca,Anfa,1267000,54,1,1,1,Yes,No,No,Studio,33.60523,-7.618806
1194,Marrakech,Targa,1068000,47,1,1,3,Yes,Yes,No,Studio,31.631964,-7.98527
1195,Tanger,California,866000,60,2,1,5,Yes,No,No,Appartement,35.756798,-5.829488
1196,Casablanca,Anfa,1565000,61,1,1,1,Yes,No,Yes,Studio,33.594175,-7.625636
1197,Casablanca,Anfa,1023000,89,2,1,5,Yes,No,Yes,Appartement,33.5922,-7.619285
1198,Casablanca,Gauthier,2586000,155,3,2,3,Yes,Yes,Yes,Appartement,33.573146,-7.60575
1199,Casablanca,Ain Sebaâ,2257000,126,2,1,3,Yes,No,No,Appartement,33.548102,-7.55845
1200,Meknès,Hamria,1523000,167,3,2,2,Yes,No,No,Appartement,33.896247,-5.549341
1201,Casablanca,Ain Sebaâ,4002000,319,4,3,3,Yes,Yes,Yes,Appartement,33.553801,-7.562582
1202,Casablanca,Bourgogne,1488000,122,3,2,4,Yes,No,No,Appartement,33.578814,-7.599423
1203,Casablanca,Palmier,1197000,107,2,1,3,Yes,No,No,Appartement,33.58438,-7.599671
1204,Casablanca,Gauthier,1273000,41,1,1,4,Yes,No,Yes,Studio,33.575955,-7.595027
1205,Casablanca,CIL,941000,31,1,1,3,Yes,No,No,Studio,33.58936,-7.616406
1206,Casablanca,Palmier,830000,33,1,1,3,Yes,No,No,Studio,33.580625,-7.598358
1207,Dar Bouazza,Bouskoura,1809000,126,2,2,1,Yes,Yes,Yes,Appartement,33.480637,-7.7561
1208,Casablanca,Hay Hassani,1237000,58,1,1,2,Yes,Yes,Yes,Studio,33.553978,-7.60381
1209,Casablanca,Palmier,1561000,71,2,2,3,Yes,Yes,Yes,Appartement,33.584155,-7.596107
1210,Casablanca,CIL,1680000,70,2,2,3,Yes,Yes,Yes,Appartement,33.596325,-7.615005
1211,Casablanca,Anfa,691000,87,2,2,5,Yes,Yes,Yes,Appartement,33.594519,-7.618405
1212,Marrakech,Guéliz,861000,38,1,1,5,Yes,Yes,No,Studio,31.631243,-7.975078
1213,Casablanca,Palmier,957000,33,1,1,2,Yes,No,No,Studio,33.577507,-7.607333
1214,Casablanca,Sidi Maarouf,1439000,49,1,1,1,Yes,No,No,Studio,33.54571,-7.606303
1215,Marrakech,Targa,1004000,45,1,1,3,Yes,Yes,No,Studio,31.634382,-7.981859
1216,Tanger,California,914000,61,2,1,5,Yes,No,No,Appartement,35.760149,-5.833379
1217,Casablanca,Sidi Maarouf,1391000,61,1,1,1,Yes,No,Yes,Studio,33.549311,-7.612672
1218,Casablanca,CIL,1052000,96,2,1,5,Yes,No,Yes,Appartement,33.599782,-7.617755
1219,Casablanca,Gauthier,2447000,146,3,2,3,Yes,Yes,Yes,Appartement,33.584,-7.595993
1220,Casablanca,Hay Hassani,2410000,137,2,1,3,Yes,No,No,Appartement,33.543539,-7.601161
1221,Meknès,Ville Nouvelle,1454000,178,3,2,2,Yes,No,No,Appartement,33.891485,-5.549974
1222,Casablanca,CIL,3753000,321,4,3,3,Yes,Yes,Yes,Appartement,33.599494,-7.621229
1223,Casablanca,Anfa,1682000,120,3,2,4,Yes,No,No,Appartement,33.598435,-7.632604
1224,Casablanca,Gauthier,1172000,102,2,1,3,Yes,No,No,Appartement,33.574523,-7.611016
1225,Casablanca,CIL,1283000,43,1,1,4,Yes,No,Yes,Studio,33.589885,-7.62376
1226,Casablanca,Gauthier,913000,34,1,1,3,Yes,No,No,Studio,33.577067,-7.603143
1227,Casablanca,Bourgogne,913000,29,1,1,3,Yes,No,No,Studio,33.579966,-7.601649
1228,Dar Bouazza,Bouskoura,1931000,136,2,2,1,Yes,Yes,Yes,Appartement,33.476928,-7.763494
1229,Casablanca,Ain Sebaâ,1259000,56,1,1,2,Yes,Yes,Yes,Studio,33.558579,-7.558939
1230,Casablanca,Hay Hassani,1572000,72,2,2,3,Yes,Yes,Yes,Appartement,33.548796,-7.596103
1231,Casablanca,Anfa,1926000,75,2,2,3,Yes,Yes,Yes,Appartement,33.595572,-7.614943
1232,Casablanca,Anfa,703000,82,2,2,5,Yes,Yes,Yes,Appartement,33.599752,-7.615197
1233,Marrakech,Guéliz,828000,39,1,1,5,Yes,Yes,No,Studio,31.630834,-7.987797
1234,Casablanca,Anfa,964000,34,1,1,2,Yes,No,No,Studio,33.598659,-7.618225
1235,Casablanca,CIL,1324000,49,1,1,1,Yes,No,No,Studio,33.594618,-7.619678
1236,Marrakech,Guéliz,1091000,46,1,1,3,Yes,Yes,No,Studio,31.64003,-7.983972
1237,Tanger,Iberia,1008000,59,2,1,5,Yes,No,No,Appartement,35.75584,-5.83114
1238,Casablanca,Ain Sebaâ,1365000,52,1,1,1,Yes,No,Yes,Studio,33.549283,-7.562691
1239,Casablanca,Palmier,997000,105,2,1,5,Yes,No,Yes,Appartement,33.588666,-7.595755
1240,Casablanca,Maarif,2404000,152,3,2,3,Yes,Yes,Yes,Appartement,33.580023,-7.603991
1241,Casablanca,Palmier,2458000,136,2,1,3,Yes,No,No,Appartement,33.57955,-7.596065
1242,Meknès,Al Qods,1420000,169,3,2,2,Yes,No,No,Appartement,33.897168,-5.547018
1243,Casablanca,Gauthier,4043000,288,4,3,3,Yes,Yes,Yes,Appartement,33.576549,-7.600742
1244,Casablanca,Anfa,1636000,133,3,2,4,Yes,No,No,Appartement,33.595514,-7.620843
1245,Casablanca,CIL,1129000,101,2,1,3,Yes,No,No,Appartement,33.596112,-7.619064
1246,Casablanca,Gauthier,1228000,50,1,1,4,Yes,No,Yes,Studio,33.57437,-7.602613
1247,Casablanca,CIL,935000,37,1,1,3,Yes,No,No,Studio,33.594428,-7.609269
1248,Casablanca,Maarif,879000,32,1,1,3,Yes,No,No,Studio,33.590272,-7.611672
1249,Dar Bouazza,Bouskoura,1674000,123,2,2,1,Yes,Yes,Yes,Appartement,33.471278,-7.757798
1250,Casablanca,Bourgogne,1080000,57,1,1,2,Yes,Yes,Yes,Studio,33.579281,-7.603086
1251,Casablanca,Gauthier,1542000,69,2,2,3,Yes,Yes,Yes,Appartement,33.574181,-7.593521
1252,Casablanca,Anfa,1706000,85,2,2,3,Yes,Yes,Yes,Appartement,33.59453,-7.620372
1253,Casablanca,Palmier,652000,78,2,2,5,Yes,Yes,Yes,Appartement,33.587982,-7.59998
1254,Marrakech,Hivernage,949000,40,1,1,5,Yes,Yes,No,Studio,31.629172,-7.980776
1255,Casablanca,Ain Sebaâ,928000,31,1,1,2,Yes,No,No,Studio,33.551044,-7.562248
1256,Casablanca,Hay Hassani,1275000,45,1,1,1,Yes,No,No,Studio,33.550125,-7.595832
1257,Marrakech,Hivernage,1011000,40,1,1,3,Yes,Yes,No,Studio,31.621417,-7.984775
1258,Tanger,Malabata,1004000,63,2,1,5,Yes,No,No,Appartement,35.761869,-5.826822
1259,Casablanca,Gauthier,1461000,57,1,1,1,Yes,No,Yes,Studio,33.57696,-7.600296
1260,Casablanca,Palmier,1070000,88,2,1,5,Yes,No,Yes,Appartement,33.584598,-7.600843
1261,Casablanca,Gauthier,2424000,153,3,2,3,Yes,Yes,Yes,Appartement,33.574084,-7.607182
